Language,Query,Weight,Bucket,Comment,Expectation,Parsed,SearchQuality,Rank
he,אם פגע בך מנוול זה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/KnFUnp3u,s|KnFUnp3u|,Good,1
he,ענין מתן תורה,1.00,שם מקור,,https://archive.kbb1.com/he/sources/KOCRM1mS,s|KOCRM1mS|,Good,1
he,תפילת שמונה עשרה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/KPVSYTK7,s|KPVSYTK7|,Good,1
he,ענין מסירות נפש שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/Kq35tLjM,s|Kq35tLjM|,Good,1
he,מהו רוממות ה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/KVBSNnDA,s|KVBSNnDA|,Unknown,-1
he,תורה לשמה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/KxcMnarm,s|KxcMnarm|,Good,1
he,"מהו הרמז של י""ב חלות בשבת שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/KZHWtyep,s|KZHWtyep|,Good,1
he,"מהו סיבת הכבידות, שהאדם מרגיש בבטול לה, בעבודה שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/L6FUHzfm,s|L6FUHzfm|,Unknown,-1
he,נקיות הגוף שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/L85OaIfl,s|L85OaIfl|,Good,1
he,ענין מחילה סליחה וכפרה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/LQpAHZAG,s|LQpAHZAG|,Good,1
he,"זמרו לה, כי גאות עשה שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/LRl1l6Fr,s|LRl1l6Fr|,Unknown,-1
he,מה אהבתי תורתך שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/lwkmSZGa,s|lwkmSZGa|,Good,1
he,"מהו סמכין בתורה, בעבודה שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/Lwu1K6tc,s|Lwu1K6tc|,Good,1
he,מסתכל בספר מחדש שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/lzIeKies,s|lzIeKies|,Good,1
he,מום יפה שבך שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/M53Vu2o2,s|M53Vu2o2|,Good,1
he,נודע בשערים שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/MBvLrfSm,s|MBvLrfSm|,Good,1
he,אורות דשבת שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/mIXBB2s9,s|mIXBB2s9|,Good,1
he,גאות אדם תשפלנו שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/n2Mihfdf,s|n2Mihfdf|,Good,1
he,מטרת העבודה,1.00,שם מקור,,https://archive.kbb1.com/he/sources/n4KHSc3c,s|n4KHSc3c|,Good,1
he,תורה שבכתב ותורה שבעל פה,1.00,שם מקור,,https://archive.kbb1.com/he/sources/N505b8uM,s|N505b8uM|,Good,1
he,רשע או צדיק לא קאמר שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/NBba9GTc,s|NBba9GTc|,Good,1
he,ענין צדיק גמור שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/nfrc5UUk,s|nfrc5UUk|,Good,1
he,"בעת שתיית י""ש אחר ההבדלה שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/nhqEB8h5,s|nhqEB8h5|,Good,1
he,ענין אמת ואמונה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/NhxfSmLU,s|NhxfSmLU|,Good,1
he,כל העבודה הוא רק במקום שיש ב דרכים,1.00,שם מקור,,https://archive.kbb1.com/he/sources/nokxC20b,s|nokxC20b|,Unknown,-1
he,הבא לטהר שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/NtpGN0xc,s|NtpGN0xc|,Good,1
he,יגעת ולא מצאת אל תאמין שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/nyEk9Wu8,s|nyEk9Wu8|,Good,1
he,חיבוק הימין וחיבוק השמאל שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/nzJTZqYV,s|nzJTZqYV|,Good,1
he,מאמר לפורים שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/nzvEGISM,s|nzvEGISM|,Good,1
he,"אורייתא וקוב""ה חד הוא שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/O5AD7oa9,s|O5AD7oa9|,Good,1
he,"הבל, קול ודיבור שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/O9z1hCRl,s|O9z1hCRl|,Good,1
he,פירוש על זהר שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/ocFpiso2,s|ocFpiso2|,Good,1
he,יקריב אותו לרצונו שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/oD6vzC4X,s|oD6vzC4X|,Good,1
he,אוהבי ה שנאו רע שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/oGFs0t6h,s|oGFs0t6h|,Unknown,-1
he,למה צריכים להמשיך בחינת חכמה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/Oi5iT82l,s|Oi5iT82l|,Good,1
he,התפילה שצריכין להתפלל תמיד שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/opauHcDq,s|opauHcDq|,Good,1
he,חכם בא לעיר שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/OPndqRM0,s|OPndqRM0|,Good,1
he,ימין ושמאל שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/OqzwS7hX,s|OqzwS7hX|,Good,1
he,והמחבל הוי יתיב שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/OuMzibSy,s|OuMzibSy|,Good,1
he,לא יהיה בכיסך אבן גדולה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/OyJ3OJRE,s|OyJ3OJRE|,Good,1
he,השלמת היגיעה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/oYO5BR38,s|oYO5BR38|,Good,1
he,אין עבירה מכבה מצווה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/paz3tF1U,s|paz3tF1U|,Good,1
he,לוו עלי ואני פורע שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/piMNPL1j,s|piMNPL1j|,Good,1
he,טעם על מנהג שלא אוכלין אגוזים בראש השנה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/pkQ8orJv,s|pkQ8orJv|,Good,1
he,"מהו, ברח דודי, בעבודה שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/pp4XA8ne,s|pp4XA8ne|,Good,1
he,"ענין גורלות, שהיה ביום כפורים, ואצל המן שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/ppows6nq,s|ppows6nq|,Good,1
he,"מהו, ג דברים שמרחיבים דעתו של אדם, בעבודה שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/pTlets5W,s|pTlets5W|,Unknown,-1
he,יש הפרש בין גשמיות לרוחניות שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/Pu6DpR9r,s|Pu6DpR9r|,Good,1
he,"ביאור להזמר ""למנצח על שושנים"" שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/PW905OyJ,s|PW905OyJ|,Good,1
he,"יש בירור מר ומתוק, אמת ושקר שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/Q0LefNOT,s|Q0LefNOT|,Good,1
he,ספר סופר סיפור שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/q6qVNKpW,s|q6qVNKpW|,Good,1
he,ענין ג שותפין באדם שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/q81nS7zb,s|q81nS7zb|,Unknown,-1
he,וירא ישראל את מצרים שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/qmQTeblv,s|qmQTeblv|,Good,1
he,ג תנאים בתפילה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/QnxFkVOq,s|QnxFkVOq|,Good,1
he,ענין גילוי החסרון שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/QpHrSYsP,s|QpHrSYsP|,Good,1
he,עשה שבתך חול ואל תצטרך לבריות שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/qS4HuQIM,s|qS4HuQIM|,Good,1
he,ענין הסתר שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/qxtEj1Ii,s|qxtEj1Ii|,Good,1
he,"השמחה היא בחינת ""מראה"" ממעשים טובים שמעתי ",1.00,שם מקור,,https://archive.kbb1.com/he/sources/r5uZ7K0C,s|r5uZ7K0C|,Good,1
he,כי השוחד יעור עיני חכמים שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/R96Onp9a,s|R96Onp9a|,Good,1
he,ענין אמונה ותענוג שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/resVnuKb,s|resVnuKb|,Good,1
he,בזמן שהאדם מרגיש את עצמו בבחינת עליה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/rFTvkF9Q,s|rFTvkF9Q|,Good,1
he,ענין גיטו וידו באין כאחד שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/RGx0jQI1,s|RGx0jQI1|,Good,1
he,לבוש - שק - שקר - שקד שמעתי,1.00,שם מקור,,https://archive.kbb1.com/he/sources/rI6eLc0m,s|rI6eLc0m|,Good,1
he,ויתפרו עלה תאנה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/rKYq43C2,s|rKYq43C2|,Good,1
he,שני מצבים שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/RmNXT0Kp,s|RmNXT0Kp|,Good,1
he,ז שלמים שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/RPJQltgy,s|RPJQltgy|,Unknown,-1
he,ענין בני תמורה שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/rpODNrgD,s|rpODNrgD|,Good,1
he,אם אין אני לי מי לי שמעתי ,1.00,שם מקור,,https://archive.kbb1.com/he/sources/RS6B9xHs,s|RS6B9xHs|,Good,1
